ID_original,particion,grupo_sha256
13130,entrenamiento,61aef4cefcee3769b3f8b98a5e4f7c682c319f3a08ae6999ad0e56472a4f86d4
5865,entrenamiento,77f1ecc27e3a96ebb10844288859777f9c34c21bc7526f0ec523a0b13a993def
25171,entrenamiento,3db7e5d213e75084d44218765e7a1a9a6a7518eff2d8fe9d2ae774950004c6ff
27763,prueba,26002e794325383c55355a2df00596a4f2714a883df0b41182b85bffece7303b
6684,entrenamiento,91405a66cbd391022dc9d49aa4b1f3b1f11d9ebb09fdf1e391ff90230400dd8d
29262,entrenamiento,b4ead8d0d8632ec34ee5020fb26a09ad56229268efefd9ff006350674402e30b
2670,entrenamiento,e8ef94a53a853c3ac3878d59199e8f073e43bfa6378b471e8d7669b59087184d
11155,entrenamiento,89fa8ad773facc07d27b2863e79aedaf2367df4b92af94e65711786f64b9edbd
16502,prueba,1677436fab723accb3d278a472c54c35673368f32251d282d9fcba20bd7c4080
6635,entrenamiento,de01bac335178e209454861b8357dca8d6c49e8bde73349f9b08f3ead06eeb8a
25712,prueba,0aa138718ccef8e057901ae393bdd875b93dd65b81d5b77f5535b75e3c4ce15b
29337,entrenamiento,77029383c53ae2978eb2b962d2c5416ac3d9e3efbb9e63b50defbc210a0b485f
12876,entrenamiento,739104865756977926e30f386ecb16afc67c1844ebda9c0142fbc7536b30a40c
11922,entrenamiento,80aec1dc8e9129c49b33227995795a7bebd3eac516e1eadb250c63f2ac095768
20388,entrenamiento,7d8b6ffe8e07a96ffd5c3ca649a41d37fbcfe2c23f50132fd73b8e9bb823126a
8549,entrenamiento,42a462acdce5bf92c0cac22f7a05616958e7db4c20d10eca6247fa71d0c11814
19802,entrenamiento,6e08d73621c83534632875ecc07f85af2a315a219147f842f173556cb0cc575f
16595,entrenamiento,395dda21e54a00fe5aba331fd36394d633750b1f920735f12d53a9da6780e634
12581,entrenamiento,e735273e0e39f3ca8ea0c6059382ec6ecf4dcc7dfe5d5f1ae8bf59ff3c08dbe5
6834,entrenamiento,a0af1ce5267270105bcff3f5834d01d5e685e147ed6b419d62183fb532d03d0c
8812,entrenamiento,3e696059cfb4a03954d895a5e11b1a0ed113413dba7654cae0498cda6fc9c642
368,entrenamiento,7e255debb769da581b8aa587d5839a99413b574fdc28ac03d211c933660514fe
17750,entrenamiento,5241fe2b22bca142e0b692395f231297107e148dbedbd21c220d231969cc8db5
10195,entrenamiento,bda3d0e79e52cdf41ebe09be6c848315706331bc0327765e1ddab00500c90871
16104,prueba,044be21070d0d1c4e9f0196ba56e83c3684ea6b594f02d8b50b7cec7d293437a
29772,prueba,2bc5642409f0992cfc53459b2cdb03cbc5ab87eb90d896179c97e6efd4fe0611
13624,prueba,0c05530acf37e6de6fe02a0126c072272c7b1ec43e520850657a792c3c4c6c48
29196,entrenamiento,e8e544ac07c38378cbeb4f8c952a5cd53d803f7b2f0b6bc7ebc9fb00457e3ab1
26718,entrenamiento,cade71c1251405a0080e4ae0e911cf5a001a08254f46805d4972df622482fb65
10218,entrenamiento,bee35b08cb2d331c9184a685b28e41cc227bb19b7cb8ec4e1a36b5ff4ef3f218
17150,entrenamiento,9193cdafa0782db3d0fdf275a7b47daa88d7d0f0c6efa908cf2bad39e362532a
20456,entrenamiento,ad7ede5a7901233c9bfa0d9eabbe48dbbcb123f4a4fe4e5486ed2e5cda284078
7301,prueba,324437ffe7f1636b532014f04f95868da7afbda15642efaef20851d9557e4666
29043,entrenamiento,fd105b5362d7a4fc0e1f95884a75b530ad8f5010154a973262c486a3d389f94b
16655,entrenamiento,66174393b88c26069c22e2fb82681ddb91baafc21c0e0ea942b4ac3b8df3b0bc
28286,entrenamiento,9fa835e5c24a9cf57ef47c705ad40e768ceca082b5e6426f2ec7399f66c80be1
9353,prueba,29d55e74662dc353c49b9c1d2e002d4721fb39ab8d1aa95b1fcef11a1c2aed27
3801,prueba,2bbb693ec53bd024c5a4d125857863332e9d131c2423ac2b0ed06b170e20871e
16441,entrenamiento,4dd9eb35606e6b7f374e4ae823ad735de5b0d83c2d833a00a6b9500bb9ffbf05
29312,entrenamiento,e5e7b9960668df5a9a5fb27265495be6da8a542358fcc46834041b155fcbf5fc
10061,entrenamiento,4ba0961a69b3954f17113ee1be81f19ce397da8155621c9e8afe99e8fef47d1f
11905,entrenamiento,dc33cbc472c7fd525c6f546985e22e557173f28e5f0070ff41f3bdae64c9e338
29483,prueba,14c9dcdea51329114bab365bcd71a46dfb1e382c5412f9a8cc96c0b47cb223b4
14626,entrenamiento,79508e350d4584f7c401da5f45ef008a127f8a7fd9b413fbc752a07a2cbef3d1
6875,entrenamiento,ea706d547f4f18463c8366803e265b8bd4ad0406939750c31a95adda92b41a6b
1729,entrenamiento,fc93bc92a919321fad4f5d2ad7328f4f3cef96d1ad2cbf715e96c828c688967f
14167,entrenamiento,dfc2d23d114f76f4e1845dbe7ead49f3ff8837df7efaf13246626a34c5403227
25182,entrenamiento,65226b80f90a5e6d62a00f33bf322bc5d1a8267ba9fca7561d2b2bbf6d620db5
11370,entrenamiento,e0c45ade2c2087ca2d73c8ff4b8934de641169ea33a0b89c0f381b7a948e988a
4966,prueba,1f346eae8de7385004abfd11e17b1a4ccf7775c26fe1b06380b0e9aca8c20e85
5281,prueba,09d4a299f46de3ce16ebd1089252e118f21e00183155601ec5a6878fb84508f9
17841,entrenamiento,4b235fe52d4cdeb13346ef4e59290023e36fe2baecadb76bef2103816399df74
26126,prueba,03ea4a495c9c583fe8d39393c19922b09950fde1f2e1512ef8ac246c23f72907
3322,entrenamiento,361fae1a64fea238a96bfa307237da6870ca66a9ba186eb2deb8ffea08b39401
29993,entrenamiento,f17acdaca088a478ec44b694038e7ac0247236fce06cbe373c6d30aeeb932d70
9079,entrenamiento,566b8ea4aac2c47fee9e28b4850798a6c8a41774b3324ed73a37ef70495d6dcb
25829,entrenamiento,8cd08409faa728cc5d226f08ca1ca4570433e01350f34e55dd8e83c726700f2a
2530,entrenamiento,920418bb36bbebd33155b620eae22f47aaa61a6d75e9186e3f6267a5f48d4ea2
4391,entrenamiento,87db561b4af8592b2b14646240ee01d9ce887d43aac8ea91e142d7875b213da9
13149,entrenamiento,6e23e9ffdf001aeb461101cc53ed785af0f20908c79a691ee2d6316b5a167f32
15560,entrenamiento,7fafa7294045f27837b0090e7bc51df90b17e5de36f6160ee60723cfc7b31252
10608,entrenamiento,68e49f56f2176d121644cebda3ca9dcba9135f8a2919c0fc3026abdcc3109c50
10917,entrenamiento,e6eaefb323ed55ad4d1aadf8f1a0915cbc65f3295162cf54196cdea3d6b6bc67
6517,entrenamiento,e085f57ce95eae050e23f55954748d82719ed38809329316590d44a2b230e9f1
9575,entrenamiento,3ed2fe50db95647bc17f65c651771bbc7bf128750e72f378eef3c67878becf09
15688,prueba,123ddf440a51da56fd1a4a8244df782e3844b72676526729ebe5b055aa28962b
703,entrenamiento,b6afde08f3dcf9fabf3068c0171ed06bf4fddf0e94da8f0ee58896de78ce7534
9407,prueba,1a8f4ae50a6653fa8f32136e5db336adc10f45800ca7c7028e8cd2d187b0821c
4272,entrenamiento,d9d08f600ff21050d5e1c69e89fcd9630954d953b36fb4914f116401c79f5e7c
20799,prueba,153138219f5cd975ad2daed760dfb56d5b5c6b3aab127721b9bca479731df7b2
28240,prueba,1d1e1784333a41d9eb75e2d6f75bd516269a1aca74d28f57843021c431a3a9f8
11507,entrenamiento,e64a8e714a8b510a476ebad6f120c7a50a775de37da5674d5b8d6a1f4d386ada
1186,entrenamiento,ffd264da4aff0ea27288403bfbf0593792426ddd35002a46ac27d7108daddb78
12215,prueba,2dcb8eb38b648db56e0ddad1368ac07f96a7ef4e3eac199291fb2c1f97214711
29198,entrenamiento,3e2f78492873cf2322427568c6f37afb8771cf6714ebab4f708b0c5f5bb9fb67
11931,entrenamiento,35f66e69ca9dd5e4f28ae110ba549e964e6dbf0387d42c93555f4155318b8bab
4155,entrenamiento,40a06709ed205079ec524c4253a6eb8f56ffa13e34adced1c266b9a86506e00d
6390,entrenamiento,dbd8cc6c70ca24aecda6810e34a4a785200b5802a11e40b9c11239f432fc39ee
15611,entrenamiento,c05016bf5f96662db4645fac664d0135c5d0fdfe9bd27f6587f642967885bd9f
8700,entrenamiento,427a6a8b1d90fee93b5647cdcb7680b7b9fa92bed43e9be48592ea0f18fb5266
21296,entrenamiento,581cb44b8f1725043e052116fa092590b68a02a406a7263f70a32cd0660a35b1
9988,entrenamiento,569efa8b646aaf6ca139d9eb98ec385d16fba82dd3945940565e395807ec49a2
13701,entrenamiento,d9fc8d17840cd485ecdcf23a65c6b4f3a5c04e76cff052bb91364d5f58e94a7b
16505,entrenamiento,92fc0544fcf54f9d1d5b5c268ee60218aafbb0a404338ba4ef9bc15df81a86a5
14285,entrenamiento,926cac240478ded50dcef15e101352a662af2a4e61c72fa6960cf864aee760e0
5759,entrenamiento,7142afd4eec510f507fe5984dbf2538f812f127c33c395994f75efc8cfeb76a1
17871,entrenamiento,f3cd504c23a21c16f467e2c9b13ac4244e13bdf233ece9f42b658905f2e078c2
43,entrenamiento,a85014c27b586c169b38147a3b89d6cd19920362e06ad6ce4f65195f576eac79
5827,entrenamiento,c23ef44505a89e428f27135bb7f174eea96c22b9ab23bebf43b5dab937e574b0
29263,entrenamiento,9774d6e7dd375249ba6fdc848816d09c5e36efce581a30e1885ada665b158b98
7603,entrenamiento,3b1600a4af37c1c453bc833ff9135b1bb75bce319e71783f079ef6c5517fb385
29394,entrenamiento,d945110fddffd25915f2f987f691e201fe52bd4c730d43ae8c36a9774017d1b2
14813,entrenamiento,33bdea6b98e1b61722a0358c2f377e4ba104d2e4601ce61c9a5783d065173c7f
26657,entrenamiento,49aac62b27c2a14aeebf03ba164b53949997870c130f9252a48ba095d6cfe6fe
4317,entrenamiento,a2aad663dade11cf93ef0c34095a784cb866590483685e2cd7b7fac05dbb62d1
24106,entrenamiento,a02b51862a4fe9eefd000012dc7baad9fd5ee808f5b8a100b642c33cdf77f1f1
20448,entrenamiento,d36a4b2c60b085a27ba5c10112967e3b68da5b2c0b662059ff26c15e0196ab02
27024,entrenamiento,c70a4061efdbc52c6e88e5d19ef87e1bad32d26257f83db792a6e057f14c8a6e
8563,entrenamiento,36a192954d1ba92cb91c146e5a3a218aba81297c61495705281cf3013b0767f9
22774,entrenamiento,478453b92be68111c9739493ad49b573ce6a8a70852cf03a4b6e31571ed2e32c
12611,entrenamiento,99a13fbde0e5f2af975e1e01ee09d739e6b7e77af50afd261013f769bc1e8482
20953,entrenamiento,7014a7396598521806e30cab5c5e47de0bee5e54fc34caaa8f1fab66750d8b80
13293,prueba,1b1a92cce1cf3f1f2289d5b66a8acd8b6813cf80499513c74bea8e7ac37b0f95
8351,prueba,0e45db6b3038534205ec906e56d3c9ad23d97a04378a62918a5df500abcedef0
11471,entrenamiento,98186bba1d7b9218ed2cff625c38268327d84469dfef94326f912b977db65287
26633,prueba,268736349de4c7a7c3ab52dd4c9aa8c6aadaed273d4cca43a2b7e3a3232bb90b
29380,entrenamiento,f51097bda6c8e76c506abbf130deb4ccb2ed645cff8d1a27d9da68f0c1b63826
3256,entrenamiento,6c18adad84b58f15185f50f4a26e0798edb49a5f293636890edd50397df418e6
14458,entrenamiento,6feb436c058486096ef8d5234cb17147df36528eb962e36d683d896af44b372e
17884,entrenamiento,9dbc0baacdf3270dad87b2535baf302eecb48293097a9ea2211fd8849fd06045
15071,entrenamiento,5756cefbb72b2405dc294c640556f057dbd85a85f2763b1bf0cc1441daf271c7
2701,entrenamiento,3e3c5e3bcdde831a082086caf7f2519f730d6bfb0cf5fcee3a0ef47ece639f8a
3255,entrenamiento,77631b9edb40b374deb4631ddd510a1b6994e4b29644e5ba126770577c6682c0
28318,entrenamiento,480afd0d3e84b49f68fbb79e5f156ddbd4ee31c5c6e7bd9588c619e23c2d5ba3
13261,entrenamiento,fbd82379d645599d50f75a6da96ac3c1d8462f582c5c1b0103303203d290ac7b
15692,entrenamiento,bb6eadecd3fb729eadb701538424796f9c0b18c9c401ba58d4f2f7b7220f65c2
20708,prueba,0fa35783a423e381970746a628ef6b272c20a6ec56c241ab9c1cf333f43cead2
27738,entrenamiento,5b799ae87e2f79e00a021119bc4551b9961378c4669f35fc2f8161222190180f
10389,entrenamiento,caf5c94e8908612be6078ba959c48e7bae6e86fde5bcfbf177d8f95ac9c5440b
27744,prueba,11e07e57ec8a51a66ae69bef8ea01a32b886fc88a713423eb7b859e1493fdbae
6251,entrenamiento,f39ed5c0965ae3c9ba003aa356caf8c607c101a1b3b627701261ec1e67c8e317
12339,entrenamiento,7518f8ed482bdc751f95c0378c6ec4b51de1107e2813d6119d2d6c9ccc417ff3
29765,entrenamiento,ee119bfc80c33621bad050203409fa6a3fc8db12bf5bafc6ae0862463773766c
11520,entrenamiento,50d93e8342af77fe5186c25aff5d809194af222403dd0265eeedf77d1fd4d418
7010,entrenamiento,94c90825686b455974d33b39fcc3e70876432b65ea14cb0124557a3a9c99c3d8
14606,entrenamiento,84437e5c6be6b16f97251e8133f9d724338ca2c43b3f5d68fed8e2b55d2c737d
17035,prueba,1c08b79d9562fb7727daf9dda9a39c3ee3cc19adc02c49fc08879caf0371d649
7386,entrenamiento,89ca8b67afbf85533cbb12405a1ad1fa6e3d9e45973ac8d384d627be57bad968
29209,prueba,1d683b32b39f155d7b3e5d6917580717f8f35328b35b6a1f54db0acddee3321c
25464,entrenamiento,b004c263963ecf66bcdea8ab3e3f2ab01bf1b33cacdd99296d84d7e843b278d1
8141,entrenamiento,487543bb5d49e60ee6685cf7cb8b9c1aa882a0e00a089747c382fa3ef808f7b6
4830,entrenamiento,7a92dedef05837f8c95ea29fa5b3b12cfa7b3258d306884b24b16c50e6b31c0e
14222,entrenamiento,7d68baedcc4f7d0981d1f78b9cb5bab0b9875c95a4f12fd9cfb9241410e42a46
13504,entrenamiento,943511420788e8112dae46cf3155665869dc1089d088cff31115bbd713796f3a
9347,entrenamiento,e4b2337c7a3a7c19ebc99f4a2408e1a6e0e9653925a95296497042f0efd7d37b
25179,entrenamiento,7a36584ba1ef1d197b7a832f58bd3e4c0628ec671c238e7636c4d7bae8372099
20375,entrenamiento,3e83cf300de3911ee88e963eb6f412a32cdb5dfc095473fe74d39fab7a2602be
20408,prueba,28416672032721ce5f5096012d08977a69eafadc6bd61768b481e6d34e6871d4
26897,entrenamiento,a6a96aa74b630370c2b781d991f24c821cdbbda716c572dd3c68540695b25e6e
29229,entrenamiento,f9e1c8fd26af018574587f4813f51539c79224d9826dfacb9726ae978bd19fe4
13376,entrenamiento,faf3b0dcbc15c8dc87af5f084c5bb1398916e77a8375bf7b41d0f43206c41dfb
11200,entrenamiento,e0f666eead0b4e54d4244cbd1df17ec6e202139a1a7e9d6380e4449f9e344407
3411,entrenamiento,9afd3399205b0fbc76d8199bed1129b515cd11bff4a9211b79c119e0b9b609bd
18341,prueba,2768f1b85c4f65802f8e4cea640cf9d812accb1d975bd5eec38810b24a3e4563
8417,entrenamiento,9a13f3f62fb4596dd206072230ee806c448b5097bfb793f9fa8139c6f9733240
11487,entrenamiento,92339ee1aa6bbf6a750b80b45da9c00e19741da6d9aa2d8c603b5f78fd5a4b73
25036,entrenamiento,69b4bac76b19107438cf773a2f673e4a56f05d52c0ff9f3dcd4008ddf521874b
20649,entrenamiento,363d2722ab5d6222676b39dd960421449b12eb90c08bd180cedca6fb150cc191
26689,entrenamiento,774074579337219bba2194265b8c19b8c405908ae919228546ffb3d432543b29
7140,entrenamiento,4ea24c5144822d1fd5ee7da002a81955cf81ad75793c6719827e30d63c82bb8f
1245,entrenamiento,c7829c628b89b5c17d14f5a92223963eb6abfe344447e56f307d444c632d4973
3309,prueba,256b653e93057ca7e92d06f2cfd8ed82d19451f30b989ee3b84e8f6bec6ff65a
6811,prueba,1052e1587d9cef4c341b999e7785707fbeeb810c6c7bf1cd8d492624daa4f8ce
14277,entrenamiento,34d5bb504d942b2a582fe96c39a5051bc46a615e06cf2af394945fd94cf3dc2d
722,entrenamiento,428786be5dc06ba503952fd4d119a86038813337d684bcbf4dcc253e535ce909
2213,entrenamiento,a25d3387da35cf52c1b1fd793af43b0c883735cc572c8eb95c6afd9cd4ccfa40
8499,entrenamiento,5129fb02be4b0c850489c1d2335db699c4f3ce8ea1e2af569d0faca988c6ea44
29417,entrenamiento,46c45c45003545ab5f660d4bfc07cc5758adfbcc3f6b1e8bc280bab489807999
655,entrenamiento,37bc992f4d8a3eab9f6ec6d658e3f37caef06a5f76ef141ab6f423a61fa822fa
6239,entrenamiento,8a893884a8ced4d155619288fb93209b0e530034a8504005e2c3ce6180aaea4b
27168,entrenamiento,97cf38d1a2c57606c17abc3b64a7bd1ac2fb0f8d0fbdcd5c3da18d2e3a18a8e1
4058,entrenamiento,ff154d1621ade2bb7b39458a0313735b71563a7bccc8511e760b6a14fafc9c08
3198,entrenamiento,d2a0058ceed2acd8b04a7c8eba628b2563d90aa84988952c0e1dab92684de9fc
14515,entrenamiento,4fc15b6d79aeabd43b7b5fc9db4f00a394534c148c07185ebd1ba5bc64a88a70
26698,entrenamiento,e02df3e7b2f3392bfcbde35f7e05f6edd0ab35adad547faf183796a5bfe95863
8297,entrenamiento,42692a9dae975bd894638c8e4a3cab14a847a97e2c0e67a9e024ecbffa4bb9c0
2001,entrenamiento,4a82052a6493d0800692eb1da5b84c97e05da7087fc6d6e8be37adbfb03ef616
29217,entrenamiento,fdfb9085ca689feb38be3d742ef14d319eb8e573e1a45132d24dc0e68594ecc8
16205,entrenamiento,57baff7cb5bf58c4efad5522c9e2b6d9fc228b163e942020a56d584b006fcbce
23591,entrenamiento,3b41a295067d27af2362b41f3999d248781a5243a540a0bff6c4cadb5d667cdb
11222,entrenamiento,9d3279340bce3ad4781aeba8c5fc351c9f537fb73f40a0b4f4d90132314df12f
26623,entrenamiento,c3f44e4c340aa6d9675d5acc8c99b3d718ffcce9ba57702238da2e64756175e9
1449,prueba,17707f3284866c2a0cd8c13ca02b17cedc7e2dad26b87f4512cca6ee05da693b
27294,entrenamiento,d4ad6476a35d6e88ee9f0f1264bc5b5aa035c9ae8a873c16002ac5f5e5c88400
13369,entrenamiento,47b64231a9c7a68df6590eeed9556e3bcffb246efdd9381c5831c8032c846b91
2254,prueba,1ff5715ca9b0baafaa4ce87bbb976380f1512475a1a8fdf9ef27045bbe2d2c6d
21019,entrenamiento,9c57dbfb4820d6b658c2b8d1b2593fd405dab8ece9e202de2d355a0582a09a0d
23998,entrenamiento,ca724724fb3cc455d8430c7acd7a63cb4b200a93c3d181b63ca1df109cb228f1
29349,entrenamiento,9209b5c4cc0b7492c5216965ca2b899b8c5a2924848e22d7a0730563c5476636
27317,prueba,0683346318c56c3d10862e86d283a45628bb68c7d7c70a8ed7888ae38f4cfdeb
29871,entrenamiento,ceb9a3315873a7961277c15e761158b536fe284c9d867c26eded3987edc7475a
6430,entrenamiento,b4873c684601b4363c0695fa7510cf0035ca30b4bbb744a1f12374f24b96adf3
16600,prueba,015a104b63ec1903ced3084f83a90b83ca8d1e4ca27ac5f45596d235f1684005
3352,entrenamiento,c9a1d046bca42088dd0a3d861ef35fd982f05f0f92b1a85f1f64bef874611672
14507,entrenamiento,8c999ff9d83b4b353c7ad6e584473943d193cd43f2292fc042349b2d45dc2937
15062,entrenamiento,847d9a863b7fa70439ea2902c343d3f14f41ec7abe95104a9b8a4b1a28bf7dd1
12406,prueba,1bcd0c032aadae0e788b08e2b2b9e09938c0ae29dfcec821902117e6a3b9dab8
3979,entrenamiento,38701811a2b3e469d827f683ae48a6389ca4fc84bea8614975981ff4031c6f54
2197,entrenamiento,519bbda34920e189fdd18932021a7764e2841a91df880b4ed63c6f67b333b93b
5830,entrenamiento,80dd5a89cc611497f8e0355e54971e872794475f0693c485375237c2dce3af36
29961,entrenamiento,7ee1d38a7ee6663b7374ae71f2a99f6ba555601e2c94d6e409f5f23540abd049
29200,entrenamiento,d964c90d6850906b8840cabb6d0ada8198d0c6f3f0e5e7d7db7379640559449e
6740,prueba,32f51064cfefecff9819cb16917516e71ceedb0697f7886974fef4c6f728ff4c
29203,entrenamiento,548ae2ee29b078c9b506b1c0dbf6f56505f9a8761eb427d3e927df633124d207
13434,entrenamiento,e0e548372be6eef5af7e1737f55850bee86a9f10a793074be307fea15c0c2ea3
27297,entrenamiento,4b28a5ac61771f1a90e4cd84af438e642d211046f3a861fa1eb7faf21180f80e
2612,entrenamiento,b4b0388465b186d2dcdd4dc80a329621ecb06c783a1c33c1bd7a87bdb78b0990
29516,prueba,23333ad1619d83dfecd245cb75bf4197c7b589d3dd93c7883e75aba836e0b187
29541,entrenamiento,9fa4634e282f7e3d8cedc670649396f58569022115e20c1ae27194c1ed9dab9a
28130,entrenamiento,6559cafca3247faa45f125f4079574201d9af1dab3363356494c9d51666e0a23
20468,prueba,090cc8829c5f447510b3ed514cbfe692a6d9685dadd7ad8b93d08dc66367ef69
15704,entrenamiento,f4902de0c7907cac1d2380c6a6d2340b72bb66e4c344a6b5328c4851f29f4143
26646,prueba,1734c6b815e1d04ed956a0d9b54d15227c069eef74e7fed073e00c7cce6b6e27
29224,entrenamiento,7613774ede327c6edd465b7d37fe42cc12a7a5290d184242c0338ec6ed7d97bd
11603,entrenamiento,fe3403dee5c324289275dd53d4e63fba94a61c39e083a5bf9f5a4c482fe091ec
8505,entrenamiento,7fbae7a214b1d53bf21250b99598e1d717a4f34623ed343d894a9b3c3641cdff
17899,entrenamiento,96b6ec532a99971835c8e0fca508f9255c2deb140cb954bd251ae9bf54bc4d9e
27065,entrenamiento,3f4ec3556645aee004063d97c26f5653cbd3c7cf32c0bf36ef81232a052f978a
3617,entrenamiento,dfaf03e292d8421d2fe155143a3184473cc1239f87509d0191541c4164a89089
16109,entrenamiento,ee69050f9735d7e8a4c1e13067f918c7ac8179657e1bf9c2a81f36473b9a0e87
1460,entrenamiento,773d2844d1b20a4b294594bbbd09194203de03cd0ba901508828aae3c1f68806
864,entrenamiento,f4fb29724bb25e6175d7ccc9598b5729897d7837fa86880b7fbbfdfee4d8dd94
20831,entrenamiento,b17be0e5e7f7ef087506984973ec4295b2d9bca19bf3bd5297ee1f7c73ffc67b
14968,entrenamiento,845e023fe9ee799fb64748592f52f4f814f8113de8c55b80aa49fccd5df9773e
7509,entrenamiento,8225b578d4baf0c04942d3473b40a90d555221d9b9613ef3aa9ea2784c2a5a53
15768,entrenamiento,b8e8c894121fcdef6adc320f5386b8a597f2072da1699e0b9934cfa951a3e0b4
18576,entrenamiento,7543dbb2c3e1cee46c101597af0443d9f35ad1e48a6556e2e6505ce80d1e06e8
6609,entrenamiento,5cf246e7733ce18b9758f2d9aa36c9a1ff3adca27c4104d6809472a926f1de36
20051,entrenamiento,a93ca0b802be889618357390f6ddd1c097ad4d720236ce35d8cf0baed786c033
267,entrenamiento,fffc175d8928c86e9cd5116cb660219a6b61f11fc6934f5c6779b92c9625951e
3676,entrenamiento,f9e4224dee2758f5fbb9b66675c02309098604f2b2648d9899373920aea8e5be
29453,entrenamiento,b695ce908e99d287a5e32771302993bde702c5a7ec5844754b4b9a5dcc390b33
8627,prueba,2bb6ae7ae16701ead5bc56571cf4c69ff5a6a0c1f77fd83f5d9d1ea3c5276632
5295,entrenamiento,a41f0843d02a3f809e4ee645cc734ec5584bc0f4a263c8f44ecaba5420fa1c93
10649,prueba,0eb9d46bb01c27746d22011eba544ae37d2dcdc3cd3e74a956c5fb5d7cf38dda
26929,entrenamiento,e8d41e535678577faa647974498e85bd0aacd2dca15c6ab7cf29e6c6f5bf5c67
12801,prueba,2ac1c71832fa03fd6087ee4e23fab8cda77bf03fd6662c218a2a3c94d7c29ac5
