LIMIT_BAL,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,incumplimiento_mes_siguiente
10000,0,0,0,0,0,0,7888,8987,9604,9800,10000,0,1383,1000,196,200,1000,0,0
10000,0,0,0,0,0,0,7930,7718,8518,8950,9795,3274,1200,1000,1000,1000,59,0,0
10000,0,0,0,0,0,0,8813,8464,9474,9716,9960,10188,2148,1158,400,400,400,300,0
10000,0,0,0,0,0,0,8858,9548,9540,9735,8070,0,1228,1000,195,161,0,0,0
10000,0,0,0,0,0,0,8958,8774,9461,9457,9650,7500,1147,1224,1000,193,150,0,0
10000,0,0,0,0,0,0,9073,9036,7385,7665,7817,7981,1120,1117,1127,279,289,369,0
10000,0,0,0,0,0,0,9240,9131,9601,9797,9997,7497,1230,1000,196,200,0,0,0
10000,0,0,0,0,0,0,9463,9338,10073,10059,9760,10048,1165,1200,400,520,600,500,0
10000,0,0,0,0,0,0,9592,8844,7560,7134,7280,0,1150,1166,2000,146,0,0,1
10000,0,0,0,0,0,0,9861,15147,6641,15318,8610,8790,1099,2234,1135,1086,319,319,0
10000,0,0,0,0,0,0,9984,9974,9900,9941,9250,9403,1300,1300,1041,1000,2000,464,1
10000,0,0,0,0,0,2,8109,9219,10200,9694,9684,9872,1400,1300,500,1000,500,0,0
10000,0,0,0,0,0,3,4060,2774,3764,4001,5134,4762,1300,1200,300,1200,0,0,0
10000,0,0,0,0,2,0,6470,7404,8415,9075,8785,8959,1200,1440,800,0,320,900,1
10000,0,0,0,2,0,0,8278,7888,10084,9699,9699,0,1304,2500,6,0,0,0,0
10000,0,0,0,2,2,0,7525,6952,9356,9533,9233,9295,1276,2680,477,0,360,1000,0
10000,0,0,0,2,2,0,8128,8470,10255,9389,8345,8572,1400,2500,500,0,500,2000,0
10000,0,0,0,3,2,2,4674,6422,9145,8854,8563,9918,2000,3000,0,0,1500,0,0
10000,0,0,2,0,0,0,4216,6476,6224,6347,12856,8078,2500,0,227,239,3412,0,1
10000,0,0,2,0,0,0,6696,9080,8794,9604,9604,9800,2668,0,1192,0,196,0,0
10000,0,0,2,0,0,0,7015,10227,9560,9901,9963,10182,3507,0,500,370,393,700,1
10000,0,0,2,0,0,0,10119,10188,9089,9271,9618,8516,3000,0,295,459,1500,2000,0
10000,0,0,2,2,3,2,2496,4245,4525,5450,5073,4843,1800,500,1000,0,0,800,1
10000,1,-1,-1,-1,-1,-2,-20,780,0,780,0,0,800,0,780,0,0,0,1
10000,1,-1,0,0,0,0,0,7492,8589,9365,7740,1000,7492,1224,1000,175,0,0,0
10000,1,-1,2,2,0,0,0,950,1170,780,780,0,950,1000,0,0,0,0,0
10000,1,2,0,0,0,0,5150,4922,5941,6984,7120,7267,0,1257,1300,400,410,420,0
10000,1,2,0,0,0,0,7081,6819,7996,9004,9180,9371,0,1290,1298,474,487,500,1
10000,1,2,0,0,0,0,7816,7542,8561,9571,9761,10106,0,1149,1159,349,502,200,0
10000,1,2,0,0,0,0,10171,8150,8446,8067,8227,8400,2,1281,1134,294,305,1000,0
10000,1,2,0,0,2,0,8846,8560,9706,10406,10109,10057,0,1300,1000,0,1000,1000,0
10000,1,2,2,0,0,0,4437,5355,6113,8012,8873,9229,1150,1000,2000,1000,500,500,0
10000,1,2,2,2,0,0,8925,8637,10277,9736,9704,9725,0,1800,0,500,600,500,0
10000,1,2,2,2,0,0,9503,7238,9407,8126,8838,9039,0,2310,0,1000,500,335,0
10000,1,2,2,2,0,0,12006,6367,9839,6998,3183,1151,1000,4000,0,0,0,0,0
10000,1,2,2,2,2,0,8393,9069,8019,5819,5626,5621,1000,2000,1000,0,2000,1000,0
10000,1,2,2,2,2,2,4231,5508,5271,6182,5937,6838,1500,0,1000,0,1000,0,1
10000,1,2,2,3,2,2,7229,6968,8881,8594,8312,9241,0,2035,0,0,1069,1000,1
10000,1,6,5,4,3,2,8257,8001,7741,7481,7075,6815,0,0,0,0,0,700,1
10000,2,-1,-1,-1,-1,-1,654,608,654,5954,0,1308,608,700,5954,0,1308,0,1
10000,2,0,0,0,-1,-1,9917,8660,9756,8560,780,0,1400,1800,1300,800,0,1900,1
10000,2,0,0,0,-1,0,7720,10063,9272,-8758,8989,9202,2500,1000,0,30000,500,953,1
10000,2,0,0,0,0,0,6694,7546,8345,8688,8865,9046,1124,1207,1000,177,181,0,0
10000,2,0,0,0,0,0,7568,8580,8944,8985,9301,9365,1300,1300,1300,602,350,500,0
10000,2,0,0,0,0,0,9242,9159,10004,9722,10044,9856,1315,1160,1139,1241,345,580,0
10000,2,0,0,2,2,2,5232,6410,8717,8431,9079,9110,1273,2580,0,942,321,0,1
10000,2,2,0,0,0,0,10156,8570,6101,6711,7258,7777,0,1500,2000,2000,2000,2000,0
10000,2,2,2,0,0,0,9415,8852,8297,8792,9277,9744,1000,1000,1000,1000,1000,1000,0
10000,2,2,2,0,0,2,3983,4764,5528,7420,8298,8019,1000,1000,2000,1000,0,1390,1
10000,2,2,2,2,2,0,8857,9964,9654,10348,10044,10009,1400,0,1000,0,515,344,1
10000,2,2,2,2,3,2,5833,8162,8480,9089,8658,8372,2600,600,895,0,0,764,1
10000,2,2,3,2,0,0,6795,10398,10094,9768,8430,20735,3905,0,0,300,2165,2666,1
10000,2,2,3,2,2,2,4770,9182,8893,8928,9586,9294,4505,0,334,801,0,1487,1
10000,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
10000,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
10000,2,2,3,3,3,3,1050,1050,1050,1050,1050,1050,0,0,0,0,0,0,1
10000,2,2,7,7,7,6,2400,2400,2400,2400,2400,1800,0,0,0,0,0,0,1
10000,3,2,2,2,2,2,600,600,600,600,600,2050,0,0,0,0,1450,0,1
16000,2,2,0,0,0,0,4577,4358,5366,5473,5750,6995,0,1089,196,365,1500,0,0
20000,-2,-2,-2,-2,-2,-2,-7,-7,730,1000,300,0,0,737,1060,300,0,0,0
20000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0
20000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1
20000,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,930,0
20000,-2,-2,-2,-2,-2,-2,85,1347,3969,1855,3569,3823,1377,4122,1865,3611,3823,19386,0
20000,-2,-2,-2,-2,-2,-2,9410,7120,0,0,0,0,7120,0,0,0,0,0,0
20000,-2,-2,-2,-2,-2,-1,-9,-9,904,304,0,302,0,913,304,0,302,7676,0
20000,-2,-2,-2,-1,-1,-1,668,355,0,600,5275,841,355,0,600,5275,841,763,0
20000,-2,-2,-1,0,0,-1,-885,-885,18354,19064,19422,4390,20,21431,2300,558,4403,0,0
20000,-1,-1,-2,-2,-2,-2,2300,0,0,0,0,0,0,0,0,0,0,0,1
20000,-1,-1,-2,-2,-2,-2,4734,0,0,0,0,0,0,0,0,0,0,3187,1
20000,-1,-1,-2,-1,-1,-2,780,0,-1500,780,0,0,0,0,2280,0,0,0,0
20000,-1,-1,-1,-2,-2,-2,2500,3068,-380,-380,-380,-380,3068,0,0,0,0,0,0
20000,-1,-1,-1,-1,-1,-2,390,390,390,780,0,0,390,390,780,0,0,0,0
20000,-1,-1,-1,-1,-1,-1,1439,1261,390,540,540,540,1261,390,540,540,540,780,0
20000,-1,-1,-1,-1,-1,-1,1572,1386,999,2640,1000,0,1386,1003,2640,1000,0,0,0
20000,-1,-1,-1,-1,-1,-1,3680,0,543,780,2500,0,0,543,780,2500,0,0,0
20000,-1,-1,-1,-1,-1,-1,3808,4470,8176,7909,2948,1220,4515,8186,7913,3049,1624,3800,0
20000,-1,-1,-1,-1,-1,-1,4453,7997,6573,7422,4381,11718,8019,6779,7547,4589,12000,7556,0
20000,-1,-1,-1,-1,-1,0,2191,1140,12656,1693,303,12303,1140,12656,1700,500,12000,0,0
20000,-1,-1,-1,-1,0,-1,390,390,390,1052,662,1202,390,390,1052,0,2030,5485,0
20000,-1,-1,-1,-1,0,-1,720,100,1192,7804,6200,3982,100,1192,7807,124,3982,1156,1
20000,-1,-1,-1,-1,0,-1,1199,15586,344,2340,6702,339,15586,344,2340,4702,339,330,0
20000,-1,-1,-1,0,0,-1,17432,1165,19325,19311,18430,400,1165,19325,386,369,400,5125,0
20000,-1,-1,-1,0,0,0,1706,6354,6849,4113,3910,2547,6394,6849,82,78,51,16522,0
20000,-1,-1,-1,0,0,0,7795,4110,10269,5880,3330,4339,4112,10269,118,67,2000,2128,0
20000,-1,-1,-1,2,-1,-1,626,626,1252,626,626,776,626,1252,0,626,776,626,1
20000,-1,-1,-1,2,-1,-1,7186,3478,137,1714,17694,12237,8060,137,5199,17694,575,0,0
20000,-1,-1,0,-1,0,-1,4584,4005,5677,688,1688,61,4005,4078,1237,1000,61,0,1
20000,-1,-1,0,-1,0,0,587,2195,1758,3720,3820,0,2195,1500,3720,100,0,0,0
20000,-1,-1,2,-1,0,-1,1371,796,398,796,398,716,796,0,796,0,716,12111,0
20000,-1,-1,2,0,-1,-1,12193,11242,8015,3668,3508,5278,5015,0,0,3508,5278,780,0
20000,-1,-1,2,0,0,-1,8266,10377,5529,4482,0,2030,2313,0,0,1449,2030,1280,0
20000,-1,-1,2,0,0,0,390,1736,1170,780,780,0,1736,0,0,0,0,0,1
20000,-1,-1,2,0,0,0,8570,10651,9944,10142,9591,10400,2620,0,500,380,1000,0,0
20000,-1,-1,3,2,0,0,323,24910,22469,21780,20363,20199,26703,0,0,1000,800,1000,1
20000,-1,0,-1,-1,-1,-1,13561,13050,390,18280,2880,1600,1105,390,18280,2880,1600,0,1
20000,-1,0,-1,0,0,0,5044,3700,13181,12596,11699,2154,1011,13181,5,1033,1781,305,0
20000,-1,0,0,-2,-2,-1,3897,4774,-10,-10,-10,3990,1004,0,0,0,4000,2000,0
20000,-1,0,0,-1,0,0,6085,6607,2800,11052,10522,9150,1045,1028,11052,311,183,0,1
20000,-1,0,0,0,-1,-1,1649,2301,2840,0,1740,0,1071,1000,0,1740,0,0,0
20000,-1,0,0,0,0,0,15879,15441,9124,12915,4305,18495,4000,2000,10000,500,16000,1000,0
20000,-1,0,0,0,0,0,16582,17721,18762,19729,20134,19590,1422,1333,1300,700,1000,1000,0
20000,-1,0,0,3,2,2,3527,4556,5867,5495,5126,5899,1241,1700,0,0,1000,0,1
20000,-1,2,-1,-1,-1,-1,780,390,390,390,390,0,0,390,390,390,0,780,0
20000,-1,2,-1,0,0,0,2880,1435,1170,780,390,0,0,1170,0,0,0,780,0
20000,-1,2,-1,2,0,0,226,226,4294,2863,1583,1320,0,4294,0,0,150,0,0
20000,-1,2,0,0,0,0,19744,19137,19476,16911,11893,9583,0,1200,0,5000,1000,0,1
20000,-1,2,0,0,0,2,17990,17413,18608,19138,20690,20174,0,1502,822,2000,0,220,0
20000,-1,2,0,0,0,2,19214,15703,9914,8200,11876,4792,0,1000,0,5000,5400,13324,0
20000,-1,2,2,0,-1,-1,858,2310,1716,929,978,0,1716,0,0,978,0,0,0
20000,-1,2,2,2,0,0,3515,4301,5075,4845,6753,9615,1000,1000,0,2000,3000,2000,1
20000,0,-1,-1,-2,-2,-2,20000,1685,0,0,0,0,1685,0,0,0,0,0,0
20000,0,-1,2,0,0,-2,16828,20192,19414,19606,0,0,20192,0,392,0,0,0,1
20000,0,-1,2,0,0,2,8541,5577,5346,9984,19089,18356,5577,0,5000,10089,0,2000,0
20000,0,0,-2,-2,-2,-2,36908,0,0,0,0,0,0,0,0,0,0,0,0
20000,0,0,-1,-1,-2,-2,7286,2160,780,0,0,0,1006,780,0,0,0,0,0
20000,0,0,-1,-1,-1,-1,14765,6371,4150,988,390,1935,1000,4150,988,390,1935,1316,0
20000,0,0,-1,0,0,-2,19522,23249,16668,18389,17898,18462,4358,16730,3395,1898,1000,4674,0
20000,0,0,-1,0,0,-2,19684,11580,780,780,0,0,1000,780,0,0,0,0,0
20000,0,0,-1,0,0,0,5347,-1077,3347,4426,1906,942,5006,5000,2000,0,900,0,0
20000,0,0,-1,0,0,0,19831,1391,19037,19939,15110,0,1300,20398,1300,694,0,0,0
20000,0,0,-1,2,2,2,13521,4964,882,882,914,930,1000,900,0,182,16,0,1
20000,0,0,-1,2,2,2,17304,0,26373,26644,26079,27941,0,26373,1000,0,2300,1200,0
20000,0,0,0,-2,-2,-2,17208,18419,0,0,0,0,2055,0,0,0,0,0,0
20000,0,0,0,-2,-2,-2,19401,20650,0,0,0,0,1650,0,0,0,0,0,1
20000,0,0,0,-2,-2,-1,15610,18250,0,0,0,1000,3000,0,0,0,1000,8024,0
20000,0,0,0,-2,-2,-1,18838,15349,0,0,0,19125,1200,0,0,0,19125,1000,0
20000,0,0,0,-2,-2,-1,19446,20650,0,0,0,1000,2000,0,0,0,1000,0,0
20000,0,0,0,-1,-1,-2,19716,20518,16551,1700,0,0,1547,1350,1700,0,0,0,0
20000,0,0,0,-1,-1,-1,7678,10475,-10,190,6160,402,3347,0,200,7018,6073,15000,0
20000,0,0,0,-1,-1,0,9677,9578,12102,1473,18177,18046,4578,2795,1473,18177,2046,2615,0
20000,0,0,0,-1,0,0,18768,19684,11580,780,780,0,1714,1000,780,0,0,0,0
20000,0,0,0,0,-2,-2,14171,11136,20649,-1001,-1,-1,2000,10000,0,1000,0,0,0
20000,0,0,0,0,-2,-2,18401,19784,20650,0,0,0,2000,1650,0,0,0,0,0
20000,0,0,0,0,-1,-1,6372,2818,3734,3826,2110,2054,1100,1000,500,2110,2054,2505,0
20000,0,0,0,0,-1,-1,10470,10186,9936,10790,230,-160,1145,1546,1400,390,73,19371,0
20000,0,0,0,0,-1,-1,13881,12170,13237,10790,390,780,1218,1285,608,390,780,0,0
20000,0,0,0,0,0,-2,8624,9972,9799,9999,0,0,1500,1000,200,0,0,0,0
20000,0,0,0,0,0,-2,13864,14534,9662,8091,0,0,1242,1020,2000,0,0,0,0
20000,0,0,0,0,0,-2,17622,19996,15467,15863,0,0,3000,2000,1000,0,0,0,0
20000,0,0,0,0,0,-2,18290,20144,19106,19292,0,0,2458,1200,386,1000,0,0,0
20000,0,0,0,0,0,-2,18436,19219,6140,6140,0,0,1500,1000,0,0,0,0,0
20000,0,0,0,0,0,-1,9269,10585,11608,12313,12848,800,1477,1500,1000,1500,800,800,0
20000,0,0,0,0,0,-1,9493,10531,11557,12546,9900,1000,1500,1500,1500,800,1500,0,0
20000,0,0,0,0,0,-1,10642,11677,13070,12280,1615,1620,1200,1593,601,135,1824,0,0
20000,0,0,0,0,0,-1,15925,16883,17536,14810,9579,9940,1618,1661,1046,192,10476,2965,0
20000,0,0,0,0,0,-1,17471,14129,13937,9429,1393,2055,1400,3500,1567,162,2055,0,0
20000,0,0,0,0,0,-1,38391,20305,7992,13524,19320,8430,2608,2000,11200,9386,14500,10800,1
20000,0,0,0,0,0,0,2799,2164,1854,3296,3435,4435,2005,1200,1500,300,1000,95,0
20000,0,0,0,0,0,0,4091,5316,6467,7500,7497,8170,1300,1400,1300,270,795,0,0
20000,0,0,0,0,0,0,4314,5190,6554,6895,5844,6079,1500,2000,1032,155,1000,0,1
20000,0,0,0,0,0,0,4341,5356,6376,7382,7375,7531,1245,1265,1271,264,275,900,0
20000,0,0,0,0,0,0,4731,6642,11508,16953,17310,18466,2000,5000,6000,626,1441,0,0
20000,0,0,0,0,0,0,5556,3684,4298,3882,3563,3242,1028,1032,1000,72,369,0,0
20000,0,0,0,0,0,0,5745,6023,7053,5909,3287,3604,2224,1171,500,500,500,5000,1
20000,0,0,0,0,0,0,6814,7670,8690,9699,10138,10400,1132,1152,1161,600,600,0,0
20000,0,0,0,0,0,0,7222,13627,11974,11467,10469,9380,10009,2004,5013,3010,3690,4384,0
20000,0,0,0,0,0,0,8038,9060,11600,12307,12703,12970,1161,2701,1204,600,620,622,1
20000,0,0,0,0,0,0,8151,9011,10858,12670,13157,13742,1153,2000,2000,1000,800,1000,0
20000,0,0,0,0,0,0,8693,10045,11776,11776,10886,-1000,1500,2000,0,0,0,0,0
20000,0,0,0,0,0,0,10640,11252,12277,12287,12140,11990,1185,1600,1000,243,240,619,0
20000,0,0,0,0,0,0,11242,11070,11788,9607,9191,0,1282,1000,192,184,0,0,0
20000,0,0,0,0,0,0,11629,11936,12643,13447,8199,8416,1193,1290,1094,1000,316,1000,0
20000,0,0,0,0,0,0,11904,13193,12236,13041,13641,14251,1500,1400,1500,1000,1000,0,0
20000,0,0,0,0,0,0,12165,13171,14054,14900,15000,0,1517,1400,1200,300,0,0,0
20000,0,0,0,0,0,0,12197,13292,14362,14821,15143,15737,1600,1600,1000,710,1000,1000,0
20000,0,0,0,0,0,0,12248,15023,16773,18394,19268,14850,3000,2000,2000,2000,1003,904,0
20000,0,0,0,0,0,0,12670,13682,14399,15408,15728,17082,1520,1234,1243,563,1609,1500,0
20000,0,0,0,0,0,0,13231,14306,15370,16411,16839,17267,1300,1300,1300,700,700,700,1
20000,0,0,0,0,0,0,13291,14366,15430,16367,16794,17323,1600,1600,1500,700,800,1000,0
20000,0,0,0,0,0,0,13447,10232,7842,9262,4335,0,2200,2000,2200,1200,0,0,0
20000,0,0,0,0,0,0,13701,14413,15781,15939,16271,16590,1241,1609,717,738,740,789,0
20000,0,0,0,0,0,0,13896,12906,13983,10983,5400,0,2000,2500,2000,0,0,0,1
20000,0,0,0,0,0,0,13922,15433,15683,16050,17401,17573,3000,3000,1000,2000,1000,1000,0
20000,0,0,0,0,0,0,13958,15016,16069,16776,17118,19835,1600,1600,1278,620,3000,900,0
20000,0,0,0,0,0,0,14102,14870,16116,16436,16781,17112,1300,1500,588,610,611,788,0
20000,0,0,0,0,0,0,14186,14960,16102,18926,18125,18714,1000,1376,3200,1399,1102,369,0
20000,0,0,0,0,0,0,14302,15748,16986,18656,19101,20345,2000,1500,2000,1000,1500,3000,0
20000,0,0,0,0,0,0,14353,16580,16730,17930,18267,18604,3000,1800,2000,1000,1000,1000,0
20000,0,0,0,0,0,0,14447,15455,17562,17322,17119,17350,1552,2659,1419,606,500,1000,0
20000,0,0,0,0,0,0,14605,14532,15700,16346,16837,18298,2000,2000,1000,1000,2000,2000,0
20000,0,0,0,0,0,0,14677,16625,17924,18674,15452,15882,3004,3006,3007,489,2110,2201,0
20000,0,0,0,0,0,0,14959,32006,17139,17979,18518,15243,1600,1700,1500,1000,1000,1780,0
20000,0,0,0,0,0,0,14962,17580,19748,19290,21000,0,2890,2458,1000,210,0,0,0
20000,0,0,0,0,0,0,15070,16384,17413,18117,18632,19180,1568,1597,1301,816,1000,779,1
20000,0,0,0,0,0,0,15196,16373,17590,18107,18756,19949,1428,1500,800,936,2000,797,0
20000,0,0,0,0,0,0,15408,17146,18856,18265,18123,18732,2000,2011,1650,600,900,900,0
20000,0,0,0,0,0,0,15552,16596,17609,17329,17850,18046,1300,1300,700,800,602,600,0
20000,0,0,0,0,0,0,15706,16849,17285,18683,9121,14374,1700,1110,1500,500,300,150,0
20000,0,0,0,0,0,0,15848,16883,17839,18040,18414,16213,1595,1551,752,773,772,354,0
20000,0,0,0,0,0,0,15890,13995,13375,14205,15869,16666,2000,2000,1000,2000,1000,1000,0
20000,0,0,0,0,0,0,16013,14334,9086,5096,5096,5200,1419,1270,1200,0,104,0,0
20000,0,0,0,0,0,0,16063,14928,14012,11965,11867,12850,1565,2006,2011,7000,2000,4000,0
20000,0,0,0,0,0,0,16514,17547,18541,19250,19805,20356,1306,1300,1000,1000,1258,590,0
20000,0,0,0,0,0,0,16715,16719,34196,18760,19132,19533,1271,1300,2612,684,709,875,0
20000,0,0,0,0,0,0,16754,17763,18854,19972,18090,19842,1291,2382,1500,605,2000,2000,0
20000,0,0,0,0,0,0,16973,17984,18748,19627,19624,19652,1600,1357,1236,623,653,673,0
20000,0,0,0,0,0,0,16976,17687,18894,19693,19894,3473,1300,1500,1250,451,160,69,0
20000,0,0,0,0,0,0,17030,18064,19046,19221,18603,19075,1315,1297,672,675,781,734,0
20000,0,0,0,0,0,0,17224,16533,17557,18666,19037,19434,1267,1291,1400,681,703,600,0
20000,0,0,0,0,0,0,17257,17417,14462,14750,15215,16209,1230,1239,527,702,1400,0,1
20000,0,0,0,0,0,0,17356,18205,10140,10345,7552,8001,1274,1119,324,278,579,170,0
20000,0,0,0,0,0,0,17420,19130,20340,19940,19940,0,2000,2000,0,0,0,0,0
20000,0,0,0,0,0,0,17593,38478,19703,19697,17303,1554,1472,1400,394,346,31,0,0
20000,0,0,0,0,0,0,17636,17947,17914,18357,19155,10200,1375,1122,565,1000,204,0,1
20000,0,0,0,0,0,0,17648,13580,14204,15345,17764,20049,3000,5007,3000,3000,3000,3000,0
20000,0,0,0,0,0,0,17728,18835,38099,18471,16408,17135,1700,1262,1244,595,1000,1000,0
20000,0,0,0,0,0,0,17766,18806,19772,18940,18587,20352,1630,1596,664,838,2241,0,0
20000,0,0,0,0,0,0,17807,18520,39053,20055,19606,19925,1298,1909,1666,5000,703,775,0
20000,0,0,0,0,0,0,17809,15650,16691,17903,18318,19033,1300,1300,1500,1000,1000,1000,0
20000,0,0,0,0,0,0,17924,18475,19539,19396,11643,11578,1400,1380,1181,1000,500,500,0
20000,0,0,0,0,0,0,17958,18499,19762,19807,19830,20347,1329,1592,637,700,827,357,0
20000,0,0,0,0,0,0,18011,18083,18500,19014,19019,17484,1500,1400,1243,638,2000,480,0
20000,0,0,0,0,0,0,18091,17237,16419,17144,17855,18567,1600,1600,1300,1000,1000,950,1
20000,0,0,0,0,0,0,18126,19174,20095,18583,19313,36046,1347,1268,1000,1000,1000,1000,0
20000,0,0,0,0,0,0,18193,18804,19324,18692,16035,12262,1800,1200,559,532,424,620,0
20000,0,0,0,0,0,0,18317,18455,19399,19962,14938,3039,1500,1400,1009,307,1200,0,0
20000,0,0,0,0,0,0,18330,17797,18731,19610,18980,38766,1291,1324,1302,672,701,788,0
20000,0,0,0,0,0,0,18362,19669,16479,16694,17334,17063,1640,1506,721,1000,1000,600,0
20000,0,0,0,0,0,0,18419,18710,18929,14900,10400,0,1373,1384,615,600,0,0,0
20000,0,0,0,0,0,0,18455,19990,20215,19298,19807,12294,2000,20000,1612,1121,702,1000,0
20000,0,0,0,0,0,0,18467,19106,19690,19684,19697,19849,1328,1302,686,701,855,988,0
20000,0,0,0,0,0,0,18497,15172,17488,17923,16838,18535,1900,2900,1000,800,2000,1000,0
20000,0,0,0,0,0,0,18519,20195,19638,17198,14253,18475,2000,1376,1121,460,6000,624,0
20000,0,0,0,0,0,0,18649,19727,20330,20199,19609,19957,1700,2000,1200,0,348,0,0
20000,0,0,0,0,0,0,18764,19750,19848,20570,19980,19990,1610,1488,1600,400,400,400,0
20000,0,0,0,0,0,0,18770,18410,18821,19307,19260,20028,1400,1200,1000,6000,1000,5000,0
20000,0,0,0,0,0,0,18852,16648,19395,20271,20445,17532,1500,4000,2000,2000,2900,2735,0
20000,0,0,0,0,0,0,18860,17904,15300,12776,3585,0,1360,1206,256,72,0,0,0
20000,0,0,0,0,0,0,18878,19286,18977,18335,18718,18475,1318,1289,647,669,664,682,0
20000,0,0,0,0,0,0,18919,16743,17857,18310,18000,17294,1600,1687,1140,1800,1000,0,0
20000,0,0,0,0,0,0,19026,19495,19417,19159,15574,0,2302,2004,1200,1000,0,0,0
20000,0,0,0,0,0,0,19027,19656,18781,20632,20042,20090,1279,3000,6668,468,507,5582,0
